ChangeId,OpportunityCode,AccountName,OpportunityName,FieldChanged,OldValue,NewValue,ChangeDate,ChangedByFullName,ChangedByEmail
CHG-000131,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,OpportunityStage,Qualification,Proposal,2026-06-07,Brian Thompson,brian.thompson@global.ntt
CHG-000132,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,OpportunityStage,Proposal,Proposal Evaluation,2026-06-07,Brian Thompson,brian.thompson@global.ntt
CHG-000133,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,ForecastCategory,Omitted,Best Case,2026-06-07,Brian Thompson,brian.thompson@global.ntt
CHG-000134,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,Confidence,0.07,0.64,2026-06-07,Brian Thompson,brian.thompson@global.ntt
CHG-000135,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,ForecastCategory,Best Case,Commit,2026-06-07,Brian Thompson,brian.thompson@global.ntt
CHG-000136,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,Confidence,0.64,0.83,2026-06-07,Brian Thompson,brian.thompson@global.ntt
CHG-000137,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,SFDC_ACV_Revenue,7065.95,7502.81,2026-06-15,Brian Thompson,brian.thompson@global.ntt
CHG-000138,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,SFDC_ACV_Gp,657.45,698.1,2026-06-15,Brian Thompson,brian.thompson@global.ntt
CHG-000139,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,OpportunityStage,Proposal Evaluation,Finalist,2026-06-30,Brian Thompson,brian.thompson@global.ntt
CHG-000140,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,OpportunityStage,Finalist,Deal Lost,2026-07-08,Brian Thompson,brian.thompson@global.ntt
CHG-000141,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,ForecastCategory,Commit,Omitted,2026-07-08,Brian Thompson,brian.thompson@global.ntt
CHG-000142,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,Confidence,0.83,0.04,2026-07-08,Brian Thompson,brian.thompson@global.ntt
CHG-000143,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,SFDC_ACV_Revenue,7502.81,7417.14,2026-07-08,Brian Thompson,brian.thompson@global.ntt
CHG-000144,00607MOU9YX23SKFUZ,Cobalt Holdings Co.,Cobalt Holdings Co. - Security Assessment,SFDC_ACV_Gp,698.1,690.13,2026-07-08,Brian Thompson,brian.thompson@global.ntt
CHG-000145,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,ForecastCategory,Not Set,Pipeline,2026-02-17,Scott Stewart,scott.stewart@global.ntt
CHG-000146,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,Confidence,0.00,0.22,2026-02-17,Scott Stewart,scott.stewart@global.ntt
CHG-000147,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,SFDC_ACV_Revenue,0,4562.02,2026-02-17,Scott Stewart,scott.stewart@global.ntt
CHG-000148,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,SFDC_ACV_Gp,0,442.66,2026-02-17,Scott Stewart,scott.stewart@global.ntt
CHG-000149,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,OpportunityStage,Qualification,Proposal,2026-02-21,Scott Stewart,scott.stewart@global.ntt
CHG-000150,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,ForecastCategory,Pipeline,Commit,2026-02-21,Scott Stewart,scott.stewart@global.ntt
CHG-000151,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,Confidence,0.22,0.64,2026-02-21,Scott Stewart,scott.stewart@global.ntt
CHG-000152,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,SFDC_ACV_Revenue,4562.02,6265.81,2026-02-26,Scott Stewart,scott.stewart@global.ntt
CHG-000153,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,SFDC_ACV_Gp,442.66,607.98,2026-02-26,Scott Stewart,scott.stewart@global.ntt
CHG-000154,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,OpportunityStage,Proposal,Proposal Evaluation,2026-03-01,Scott Stewart,scott.stewart@global.ntt
CHG-000155,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,OpportunityStage,Proposal Evaluation,Finalist,2026-03-06,Scott Stewart,scott.stewart@global.ntt
CHG-000156,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,OpportunityStage,Finalist,Deal Lost,2026-03-08,Scott Stewart,scott.stewart@global.ntt
CHG-000157,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,ForecastCategory,Commit,Omitted,2026-03-08,Scott Stewart,scott.stewart@global.ntt
CHG-000158,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,Confidence,0.64,0.00,2026-03-08,Scott Stewart,scott.stewart@global.ntt
CHG-000159,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,SFDC_ACV_Revenue,6265.81,7125.69,2026-03-08,Scott Stewart,scott.stewart@global.ntt
CHG-000160,00608K3MH0FR7FF71Q,Stonebridge Networks LLC,Stonebridge Networks LLC - Security Assessment,SFDC_ACV_Gp,607.98,691.41,2026-03-08,Scott Stewart,scott.stewart@global.ntt
CHG-000161,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,ForecastCategory,Not Set,Omitted,2026-03-02,Paul Carter,paul.carter@global.ntt
CHG-000162,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,Confidence,0.00,0.05,2026-03-02,Paul Carter,paul.carter@global.ntt
CHG-000163,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,SFDC_ACV_Revenue,0,9896.15,2026-03-02,Paul Carter,paul.carter@global.ntt
CHG-000164,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,SFDC_ACV_Gp,0,2100.36,2026-03-02,Paul Carter,paul.carter@global.ntt
CHG-000165,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,OpportunityStage,Identification,Requirements Definition,2026-03-03,Paul Carter,paul.carter@global.ntt
CHG-000166,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,OpportunityStage,Requirements Definition,Qualification,2026-03-11,Paul Carter,paul.carter@global.ntt
CHG-000167,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,ForecastCategory,Omitted,Pipeline,2026-03-11,Paul Carter,paul.carter@global.ntt
CHG-000168,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,Confidence,0.05,0.19,2026-03-11,Paul Carter,paul.carter@global.ntt
CHG-000169,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,SFDC_ACV_Revenue,9896.15,9143.71,2026-03-23,Paul Carter,paul.carter@global.ntt
CHG-000170,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,SFDC_ACV_Gp,2100.36,1940.66,2026-03-23,Paul Carter,paul.carter@global.ntt
CHG-000171,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,OpportunityStage,Qualification,Proposal,2026-03-29,Paul Carter,paul.carter@global.ntt
CHG-000172,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,OpportunityStage,Proposal,Proposal Evaluation,2026-04-08,Paul Carter,paul.carter@global.ntt
CHG-000173,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,OpportunityStage,Proposal Evaluation,Finalist,2026-04-12,Paul Carter,paul.carter@global.ntt
CHG-000174,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,ForecastCategory,Pipeline,Commit,2026-04-12,Paul Carter,paul.carter@global.ntt
CHG-000175,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,Confidence,0.19,0.87,2026-04-12,Paul Carter,paul.carter@global.ntt
CHG-000176,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,OpportunityStage,Finalist,Deal Lost,2026-04-14,Paul Carter,paul.carter@global.ntt
CHG-000177,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,ForecastCategory,Commit,Omitted,2026-04-14,Paul Carter,paul.carter@global.ntt
CHG-000178,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,Confidence,0.87,0.09,2026-04-14,Paul Carter,paul.carter@global.ntt
CHG-000179,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,SFDC_ACV_Revenue,9143.71,9372.74,2026-04-14,Paul Carter,paul.carter@global.ntt
CHG-000180,00608M7A3MKYG90A4D,Cobalt Holdings Co.,Cobalt Holdings Co. - Backup & DR,SFDC_ACV_Gp,1940.66,1989.27,2026-04-14,Paul Carter,paul.carter@global.ntt
CHG-000181,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,ForecastCategory,Not Set,Omitted,2026-03-18,Timothy Green,timothy.green@global.ntt
CHG-000182,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,SFDC_ACV_Revenue,0,17901.95,2026-03-18,Timothy Green,timothy.green@global.ntt
CHG-000183,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,SFDC_ACV_Gp,0,3132.4,2026-03-18,Timothy Green,timothy.green@global.ntt
CHG-000184,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,OpportunityStage,Identification,Requirements Definition,2026-03-22,Timothy Green,timothy.green@global.ntt
CHG-000185,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,OpportunityStage,Requirements Definition,Qualification,2026-05-11,Timothy Green,timothy.green@global.ntt
CHG-000186,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,ForecastCategory,Omitted,Pipeline,2026-05-11,Timothy Green,timothy.green@global.ntt
CHG-000187,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,Confidence,0.00,0.08,2026-05-11,Timothy Green,timothy.green@global.ntt
CHG-000188,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,OpportunityStage,Qualification,Proposal,2026-05-13,Timothy Green,timothy.green@global.ntt
CHG-000189,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,SFDC_ACV_Revenue,17901.95,20579.52,2026-05-13,Timothy Green,timothy.green@global.ntt
CHG-000190,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,SFDC_ACV_Gp,3132.4,3600.9,2026-05-13,Timothy Green,timothy.green@global.ntt
CHG-000191,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,OpportunityStage,Proposal,Proposal Evaluation,2026-05-22,Timothy Green,timothy.green@global.ntt
CHG-000192,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,OpportunityStage,Proposal Evaluation,Finalist,2026-06-01,Timothy Green,timothy.green@global.ntt
CHG-000193,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,ForecastCategory,Pipeline,Best Case,2026-06-01,Timothy Green,timothy.green@global.ntt
CHG-000194,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,Confidence,0.08,0.76,2026-06-01,Timothy Green,timothy.green@global.ntt
CHG-000195,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,OpportunityStage,Finalist,Deal Lost,2026-07-08,Timothy Green,timothy.green@global.ntt
CHG-000196,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,ForecastCategory,Best Case,Omitted,2026-07-08,Timothy Green,timothy.green@global.ntt
CHG-000197,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,Confidence,0.76,0.00,2026-07-08,Timothy Green,timothy.green@global.ntt
CHG-000198,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,SFDC_ACV_Revenue,20579.52,23399.33,2026-07-08,Timothy Green,timothy.green@global.ntt
CHG-000199,00608PIR8FYDKPNG1Y,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,SFDC_ACV_Gp,3600.9,4094.3,2026-07-08,Timothy Green,timothy.green@global.ntt
CHG-000200,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,ForecastCategory,Not Set,Pipeline,2026-03-20,Timothy Green,timothy.green@global.ntt
CHG-000201,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,Confidence,0.00,0.16,2026-03-20,Timothy Green,timothy.green@global.ntt
CHG-000202,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,SFDC_ACV_Revenue,0,10610.43,2026-03-20,Timothy Green,timothy.green@global.ntt
CHG-000203,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,SFDC_ACV_Gp,0,1928.36,2026-03-20,Timothy Green,timothy.green@global.ntt
CHG-000204,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,OpportunityStage,Qualification,Proposal,2026-04-02,Timothy Green,timothy.green@global.ntt
CHG-000205,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,SFDC_ACV_Revenue,10610.43,10257.34,2026-05-02,Timothy Green,timothy.green@global.ntt
CHG-000206,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,SFDC_ACV_Gp,1928.36,1864.19,2026-05-02,Timothy Green,timothy.green@global.ntt
CHG-000207,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,OpportunityStage,Proposal,Proposal Evaluation,2026-06-09,Timothy Green,timothy.green@global.ntt
CHG-000208,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,ForecastCategory,Pipeline,Commit,2026-06-09,Timothy Green,timothy.green@global.ntt
CHG-000209,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,Confidence,0.16,0.81,2026-06-09,Timothy Green,timothy.green@global.ntt
CHG-000210,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,OpportunityStage,Proposal Evaluation,Finalist,2026-06-14,Timothy Green,timothy.green@global.ntt
CHG-000211,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,OpportunityStage,Finalist,Deal Lost,2026-06-15,Timothy Green,timothy.green@global.ntt
CHG-000212,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,ForecastCategory,Commit,Omitted,2026-06-15,Timothy Green,timothy.green@global.ntt
CHG-000213,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,Confidence,0.81,0.00,2026-06-15,Timothy Green,timothy.green@global.ntt
CHG-000214,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,SFDC_ACV_Revenue,10257.34,10409.11,2026-06-15,Timothy Green,timothy.green@global.ntt
CHG-000215,0060AM35U0I5RYJGTS,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Managed Services Renewal,SFDC_ACV_Gp,1864.19,1891.77,2026-06-15,Timothy Green,timothy.green@global.ntt
CHG-000216,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,ForecastCategory,Not Set,Omitted,2026-05-12,Timothy Green,timothy.green@global.ntt
CHG-000217,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,Confidence,0.00,0.01,2026-05-12,Timothy Green,timothy.green@global.ntt
CHG-000218,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,SFDC_ACV_Revenue,0,273.06,2026-05-12,Timothy Green,timothy.green@global.ntt
CHG-000219,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,SFDC_ACV_Gp,0,120.1,2026-05-12,Timothy Green,timothy.green@global.ntt
CHG-000220,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,OpportunityStage,Identification,Requirements Definition,2026-05-16,Timothy Green,timothy.green@global.ntt
CHG-000221,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,OpportunityStage,Requirements Definition,Qualification,2026-05-17,Timothy Green,timothy.green@global.ntt
CHG-000222,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,ForecastCategory,Omitted,Pipeline,2026-05-17,Timothy Green,timothy.green@global.ntt
CHG-000223,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,Confidence,0.01,0.11,2026-05-17,Timothy Green,timothy.green@global.ntt
CHG-000224,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,OpportunityStage,Qualification,Proposal,2026-05-25,Timothy Green,timothy.green@global.ntt
CHG-000225,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,SFDC_ACV_Revenue,273.06,261.22,2026-05-25,Timothy Green,timothy.green@global.ntt
CHG-000226,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,SFDC_ACV_Gp,120.1,114.89,2026-05-25,Timothy Green,timothy.green@global.ntt
CHG-000227,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,OpportunityStage,Proposal,Proposal Evaluation,2026-06-05,Timothy Green,timothy.green@global.ntt
CHG-000228,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,ForecastCategory,Pipeline,Commit,2026-06-05,Timothy Green,timothy.green@global.ntt
CHG-000229,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,Confidence,0.11,0.86,2026-06-05,Timothy Green,timothy.green@global.ntt
CHG-000230,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,OpportunityStage,Proposal Evaluation,Finalist,2026-06-06,Timothy Green,timothy.green@global.ntt
CHG-000231,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,OpportunityStage,Finalist,Deal Lost,2026-06-08,Timothy Green,timothy.green@global.ntt
CHG-000232,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,ForecastCategory,Commit,Omitted,2026-06-08,Timothy Green,timothy.green@global.ntt
CHG-000233,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,Confidence,0.86,0.00,2026-06-08,Timothy Green,timothy.green@global.ntt
CHG-000234,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,SFDC_ACV_Revenue,261.22,252.48,2026-06-08,Timothy Green,timothy.green@global.ntt
CHG-000235,0060ANOI5RNZXR99RZ,Ironclad Data Systems Co.,Ironclad Data Systems Co. - Security Assessment,SFDC_ACV_Gp,114.89,111.05,2026-06-08,Timothy Green,timothy.green@global.ntt
CHG-000236,0060B1Y4F5Z1F4AIFI,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Unified Communications,ForecastCategory,Not Set,Omitted,2026-05-09,Amanda Morris,amanda.morris@global.ntt
CHG-000237,0060B1Y4F5Z1F4AIFI,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Unified Communications,Confidence,0.00,0.05,2026-05-09,Amanda Morris,amanda.morris@global.ntt
CHG-000238,0060B1Y4F5Z1F4AIFI,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Unified Communications,SFDC_ACV_Revenue,0,221146.75,2026-05-09,Amanda Morris,amanda.morris@global.ntt
CHG-000239,0060B1Y4F5Z1F4AIFI,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Unified Communications,SFDC_ACV_Gp,0,47792.29,2026-05-09,Amanda Morris,amanda.morris@global.ntt
CHG-000240,0060B1Y4F5Z1F4AIFI,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Unified Communications,OpportunityStage,Identification,Requirements Definition,2026-05-11,Amanda Morris,amanda.morris@global.ntt
CHG-000241,0060B1Y4F5Z1F4AIFI,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Unified Communications,OpportunityStage,Requirements Definition,Qualification,2026-05-21,Amanda Morris,amanda.morris@global.ntt
CHG-000242,0060B1Y4F5Z1F4AIFI,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Unified Communications,ForecastCategory,Omitted,Pipeline,2026-05-21,Amanda Morris,amanda.morris@global.ntt
CHG-000243,0060B1Y4F5Z1F4AIFI,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Unified Communications,Confidence,0.05,0.21,2026-05-21,Amanda Morris,amanda.morris@global.ntt
CHG-000244,0060B1Y4F5Z1F4AIFI,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Unified Communications,SFDC_ACV_Revenue,221146.75,204374.01,2026-06-10,Amanda Morris,amanda.morris@global.ntt
CHG-000245,0060B1Y4F5Z1F4AIFI,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Unified Communications,SFDC_ACV_Gp,47792.29,44167.51,2026-06-10,Amanda Morris,amanda.morris@global.ntt
CHG-000246,0060B1Y4F5Z1F4AIFI,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Unified Communications,OpportunityStage,Qualification,Proposal,2026-06-20,Amanda Morris,amanda.morris@global.ntt
CHG-000247,0060B1Y4F5Z1F4AIFI,Brightpath Solutions Inc.,Brightpath Solutions Inc. - Unified Communications,ForecastCategory,Pipeline,Best Case,2026-06-20,Amanda Morris,amanda.morris@global.ntt
